respondent_id,h1n1_vaccine,seasonal_vaccine
42251,0.14,0.63
42252,0.05,0.56
42253,0.81,0.92
42254,0.27,0.64
42255,0.09,0.28
42256,0.09,0.85
42257,0.14,0.42
42258,0.02,0.12
42259,0.12,0.13
42260,0.27,0.43
42261,0.06,0.49
42262,0.03,0.12
42263,0.33,0.69
42264,0.08,0.12
42265,0.22,0.39
42266,0.15,0.46
42267,0.33,0.69
42268,0.1,0.54
42269,0.03,0.36
42270,0.09,0.26
42271,0.59,0.71
42272,0.04,0.1
42273,0.05,0.46
42274,0.09,0.4
42275,0.72,0.85
42276,0.14,0.78
42277,0.0,0.05
42278,0.03,0.09
42279,0.19,0.2
42280,0.27,0.29
42281,0.01,0.07
42282,0.09,0.36
42283,0.17,0.15
42284,0.07,0.14
42285,0.26,0.46
42286,0.12,0.25
42287,0.06,0.46
42288,0.07,0.25
42289,0.23,0.49
42290,0.02,0.13
42291,0.16,0.23
42292,0.29,0.62
42293,0.22,0.27
42294,0.49,0.84
42295,0.08,0.42
42296,0.23,0.66
42297,0.03,0.1
42298,0.11,0.4
42299,0.2,0.5
42300,0.02,0.1
42301,0.27,0.24
42302,0.09,0.55
42303,0.16,0.25
42304,0.09,0.16
42305,0.12,0.87
42306,0.01,0.14
42307,0.91,0.93
42308,0.13,0.15
42309,0.23,0.89
42310,0.04,0.08
42311,0.07,0.79
42312,0.47,0.59
42313,0.4,0.7
42314,0.02,0.16
42315,0.02,0.11
42316,0.08,0.34
42317,0.16,0.58
42318,0.08,0.19
42319,0.05,0.12
42320,0.18,0.64
42321,0.56,0.72
42322,0.12,0.84
42323,0.04,0.1
42324,0.08,0.09
42325,0.32,0.32
42326,0.06,0.08
42327,0.01,0.15
42328,0.06,0.66
42329,0.37,0.94
42330,0.07,0.04
42331,0.04,0.43
42332,0.12,0.16
42333,0.22,0.79
42334,0.8,0.9
42335,0.22,0.53
42336,0.06,0.68
42337,0.25,0.67
42338,0.17,0.63
42339,0.15,0.44
42340,0.22,0.39
42341,0.28,0.58
42342,0.03,0.06
42343,0.18,0.66
42344,0.04,0.87
42345,0.03,0.33
42346,0.18,0.47
42347,0.08,0.79
42348,0.16,0.74
42349,0.11,0.86
42350,0.37,0.81
42351,0.87,0.95
42352,0.17,0.27
42353,0.69,0.73
42354,0.83,0.93
42355,0.08,0.46
42356,0.19,0.71
42357,0.06,0.25
42358,0.05,0.08
42359,0.51,0.68
42360,0.39,0.67
42361,0.15,0.43
42362,0.1,0.33
42363,0.14,0.49
42364,0.07,0.08
42365,0.38,0.87
42366,0.02,0.06
42367,0.31,0.21
42368,0.52,0.62
42369,0.72,0.8
42370,0.25,0.39
42371,0.14,0.81
42372,0.25,0.4
42373,0.07,0.39
42374,0.08,0.77
42375,0.05,0.2
42376,0.12,0.07
42377,0.01,0.22
42378,0.04,0.75
42379,0.15,0.8
42380,0.12,0.15
42381,0.05,0.29
42382,0.33,0.36
42383,0.3,0.6
42384,0.48,0.74
42385,0.52,0.74
42386,0.06,0.69
42387,0.06,0.19
42388,0.44,0.63
42389,0.21,0.23
42390,0.05,0.07
42391,0.15,0.36
42392,0.11,0.26
42393,0.34,0.71
42394,0.17,0.43
42395,0.55,0.53
42396,0.04,0.23
42397,0.1,0.17
42398,0.24,0.48
42399,0.2,0.28
42400,0.1,0.6
42401,0.04,0.16
42402,0.07,0.75
42403,0.33,0.67
42404,0.21,0.82
42405,0.52,0.66
42406,0.07,0.88
42407,0.31,0.53
42408,0.07,0.15
42409,0.27,0.74
42410,0.23,0.77
42411,0.07,0.27
42412,0.75,0.88
42413,0.04,0.13
42414,0.05,0.12
42415,0.13,0.07
42416,0.28,0.39
42417,0.03,0.06
42418,0.07,0.34
42419,0.37,0.6
42420,0.04,0.24
42421,0.06,0.39
42422,0.04,0.12
42423,0.1,0.16
42424,0.01,0.39
42425,0.06,0.09
42426,0.1,0.27
42427,0.07,0.47
42428,0.03,0.24
42429,0.02,0.12
42430,0.33,0.3
42431,0.47,0.63
42432,0.03,0.12
42433,0.11,0.52
42434,0.09,0.44
42435,0.02,0.25
42436,0.03,0.05
42437,0.04,0.12
42438,0.31,0.44
42439,0.57,0.92
42440,0.11,0.53
42441,0.05,0.67
42442,0.07,0.64
42443,0.03,0.15
42444,0.05,0.91
42445,0.05,0.14
42446,0.02,0.56
42447,0.18,0.57
42448,0.07,0.38
42449,0.1,0.17
42450,0.12,0.54
42451,0.17,0.23
42452,0.13,0.91
42453,0.09,0.35
42454,0.03,0.36
42455,0.04,0.21
42456,0.31,0.54
42457,0.11,0.37
42458,0.14,0.42
42459,0.16,0.51
42460,0.47,0.81
42461,0.12,0.22
42462,0.85,0.97
42463,0.29,0.38
42464,0.38,0.55
42465,0.08,0.24
42466,0.16,0.55
42467,0.03,0.91
42468,0.11,0.16
42469,0.13,0.13
42470,0.74,0.81
42471,0.06,0.49
42472,0.06,0.24
42473,0.29,0.85
42474,0.03,0.87
42475,0.38,0.96
42476,0.16,0.86
42477,0.2,0.73
42478,0.0,0.04
42479,0.19,0.34
42480,0.27,0.91
42481,0.06,0.74
42482,0.05,0.19
42483,0.76,0.72
42484,0.03,0.04
42485,0.08,0.03
42486,0.78,0.88
42487,0.48,0.72
42488,0.09,0.26
42489,0.58,0.82
42490,0.04,0.19
42491,0.09,0.66
42492,0.38,0.56
42493,0.11,0.86
42494,0.15,0.74
42495,0.17,0.32
42496,0.39,0.77
42497,0.24,0.15
42498,0.17,0.71
42499,0.03,0.56
42500,0.05,0.21
42501,0.58,0.85
42502,0.05,0.08
42503,0.08,0.1
42504,0.06,0.06
42505,0.06,0.44
42506,0.05,0.15
42507,0.06,0.39
42508,0.11,0.19
42509,0.18,0.33
42510,0.3,0.83
42511,0.54,0.51
42512,0.4,0.77
42513,0.07,0.39
42514,0.18,0.51
42515,0.57,0.7
42516,0.1,0.39
42517,0.11,0.7
42518,0.05,0.13
42519,0.04,0.07
42520,0.23,0.49
42521,0.13,0.32
42522,0.06,0.78
42523,0.8,0.77
42524,0.22,0.67
42525,0.69,0.88
42526,0.14,0.25
42527,0.1,0.56
42528,0.03,0.1
42529,0.65,0.62
42530,0.08,0.53
42531,0.08,0.17
42532,0.14,0.12
42533,0.04,0.06
42534,0.0,0.32
42535,0.7,0.84
42536,0.02,0.12
42537,0.1,0.11
42538,0.04,0.11
42539,0.54,0.71
42540,0.13,0.31
42541,0.1,0.88
42542,0.09,0.08
42543,0.02,0.06
42544,0.02,0.07
42545,0.18,0.14
42546,0.01,0.15
42547,0.16,0.67
42548,0.23,0.39
42549,0.07,0.53
42550,0.67,0.87
42551,0.58,0.75
42552,0.05,0.08
42553,0.93,0.98
42554,0.06,0.42
42555,0.58,0.75
42556,0.22,0.72
42557,0.27,0.57
42558,0.13,0.2
42559,0.28,0.37
42560,0.18,0.74
42561,0.36,0.55
42562,0.11,0.31
42563,0.18,0.4
42564,0.09,0.25
42565,0.17,0.42
42566,0.16,0.77
42567,0.52,0.83
42568,0.32,0.39
42569,0.73,0.91
42570,0.15,0.19
42571,0.25,0.36
42572,0.01,0.39
42573,0.28,0.54
42574,0.21,0.8
42575,0.16,0.71
42576,0.35,0.46
42577,0.06,0.04
42578,0.73,0.96
42579,0.1,0.45
42580,0.01,0.09
42581,0.44,0.65
42582,0.06,0.17
42583,0.75,0.99
42584,0.01,0.79
42585,0.2,0.2
42586,0.75,0.87
42587,0.02,0.02
42588,0.23,0.25
42589,0.11,0.41
42590,0.32,0.67
42591,0.04,0.69
42592,0.24,0.6
42593,0.56,0.66
42594,0.06,0.2
42595,0.41,0.61
42596,0.03,0.09
42597,0.14,0.29
42598,0.31,0.13
42599,0.08,0.13
42600,0.36,0.82
42601,0.32,0.32
42602,0.3,0.93
42603,0.73,0.71
42604,0.09,0.42
42605,0.04,0.33
42606,0.42,0.89
42607,0.27,0.16
42608,0.07,0.15
42609,0.23,0.46
42610,0.05,0.64
42611,0.64,0.75
42612,0.4,0.65
42613,0.01,0.11
42614,0.05,0.25
42615,0.12,0.24
42616,0.09,0.17
42617,0.22,0.32
42618,0.21,0.78
42619,0.16,0.34
42620,0.03,0.12
42621,0.09,0.16
42622,0.09,0.19
42623,0.06,0.26
42624,0.11,0.39
42625,0.07,0.22
42626,0.49,0.83
42627,0.07,0.27
42628,0.27,0.46
42629,0.46,0.39
42630,0.07,0.36
42631,0.28,0.86
42632,0.1,0.22
42633,0.07,0.21
42634,0.04,0.35
42635,0.12,0.53
42636,0.71,0.78
42637,0.07,0.4
42638,0.36,0.68
42639,0.11,0.8
42640,0.02,0.42
42641,0.27,0.35
42642,0.02,0.07
42643,0.3,0.49
42644,0.11,0.4
42645,0.2,0.73
42646,0.27,0.72
42647,0.5,0.71
42648,0.24,0.18
42649,0.05,0.07
42650,0.05,0.64
42651,0.21,0.14
42652,0.25,0.46
42653,0.36,0.17
42654,0.76,0.9
42655,0.07,0.17
42656,0.23,0.27
42657,0.04,0.05
42658,0.0,0.55
42659,0.1,0.61
42660,0.48,0.88
42661,0.23,0.16
42662,0.05,0.36
42663,0.21,0.55
42664,0.6,0.68
42665,0.15,0.77
42666,0.27,0.66
42667,0.84,1.0
42668,0.05,0.13
42669,0.02,0.1
42670,0.03,0.15
42671,0.09,0.33
42672,0.45,0.54
42673,0.3,0.69
42674,0.48,0.8
42675,0.12,0.38
42676,0.09,0.27
42677,0.07,0.43
42678,0.14,0.46
42679,0.09,0.28
42680,0.22,0.3
42681,0.1,0.13
42682,0.09,0.27
42683,0.06,0.66
42684,0.52,0.88
42685,0.03,0.62
42686,0.61,0.86
42687,0.78,0.86
42688,0.21,0.52
42689,0.86,0.91
42690,0.02,0.03
42691,0.12,0.16
42692,0.1,0.16
42693,0.23,0.49
42694,0.2,0.16
42695,0.01,0.17
42696,0.25,0.54
42697,0.07,0.06
42698,0.88,0.91
42699,0.27,0.47
42700,0.08,0.59
42701,0.14,0.87
42702,0.04,0.13
42703,0.03,0.13
42704,0.23,0.92
42705,0.05,0.15
42706,0.17,0.44
42707,0.01,0.07
42708,0.23,0.97
42709,0.09,0.41
42710,0.05,0.27
42711,0.11,0.5
42712,0.16,0.31
42713,0.31,0.85
42714,0.18,0.61
42715,0.01,0.19
42716,0.2,0.44
42717,0.22,0.28
42718,0.34,0.87
42719,0.15,0.44
42720,0.69,0.89
42721,0.03,0.06
42722,0.44,0.79
42723,0.16,0.44
42724,0.13,0.09
42725,0.06,0.54
42726,0.16,0.61
42727,0.1,0.4
42728,0.06,0.14
42729,0.31,0.9
42730,0.28,0.88
42731,0.05,0.54
42732,0.2,0.42
42733,0.09,0.23
42734,0.03,0.33
42735,0.19,0.52
42736,0.5,0.45
42737,0.11,0.18
42738,0.08,0.87
42739,0.35,0.54
42740,0.18,0.22
42741,0.16,0.68
42742,0.08,0.15
42743,0.01,0.16
42744,0.01,0.07
42745,0.12,0.65
42746,0.06,0.15
42747,0.08,0.71
42748,0.06,0.27
42749,0.56,0.87
42750,0.06,0.13
42751,0.06,0.39
42752,0.19,0.35
42753,0.51,0.55
42754,0.11,0.15
42755,0.08,0.25
42756,0.36,0.81
42757,0.49,0.55
42758,0.15,0.34
42759,0.08,0.21
42760,0.21,0.27
42761,0.44,0.62
42762,0.07,0.43
42763,0.48,0.73
42764,0.15,0.51
42765,0.06,0.06
42766,0.1,0.29
42767,0.01,0.38
42768,0.11,0.42
42769,0.05,0.19
42770,0.13,0.17
42771,0.42,0.33
42772,0.69,0.79
42773,0.17,0.44
42774,0.07,0.35
42775,0.24,0.12
42776,0.02,0.26
42777,0.5,0.78
42778,0.14,0.31
42779,0.23,0.27
42780,0.02,0.25
42781,0.29,0.83
42782,0.11,0.74
42783,0.84,0.93
42784,0.1,0.62
42785,0.08,0.82
42786,0.01,0.23
42787,0.45,0.89
42788,0.08,0.58
42789,0.04,0.53
42790,0.09,0.09
42791,0.03,0.03
42792,0.06,0.13
42793,0.48,0.78
42794,0.24,0.33
42795,0.05,0.14
42796,0.72,0.82
42797,0.29,0.34
42798,0.03,0.41
42799,0.05,0.56
42800,0.04,0.95
42801,0.07,0.17
42802,0.06,0.14
42803,0.5,0.84
42804,0.13,0.71
42805,0.33,0.9
42806,0.41,0.67
42807,0.05,0.08
42808,0.04,0.12
42809,0.2,0.22
42810,0.02,0.19
42811,0.1,0.47
42812,0.35,0.62
42813,0.06,0.87
42814,0.03,0.09
42815,0.1,0.37
42816,0.03,0.06
42817,0.19,0.11
42818,0.06,0.37
42819,0.03,0.32
42820,0.07,0.5
42821,0.38,0.88
42822,0.23,0.54
42823,0.06,0.16
42824,0.81,0.82
42825,0.1,0.88
42826,0.54,0.45
42827,0.12,0.23
42828,0.15,0.27
42829,0.03,0.14
42830,0.36,0.49
42831,0.3,0.83
42832,0.48,0.85
42833,0.91,0.95
42834,0.06,0.84
42835,0.38,0.77
42836,0.05,0.11
42837,0.19,0.87
42838,0.53,0.52
42839,0.72,0.8
42840,0.04,0.62
42841,0.03,0.78
42842,0.35,0.53
42843,0.14,0.25
42844,0.12,0.57
42845,0.61,0.86
42846,0.11,0.76
42847,0.11,0.32
42848,0.14,0.83
42849,0.04,0.07
42850,0.05,0.83
42851,0.08,0.16
42852,0.11,0.45
42853,0.06,0.66
42854,0.53,0.52
42855,0.08,0.98
42856,0.02,0.13
42857,0.28,0.73
42858,0.47,0.83
42859,0.02,0.13
42860,0.23,0.8
42861,0.06,0.52
42862,0.04,0.17
42863,0.23,0.84
42864,0.03,0.28
42865,0.03,0.22
42866,0.03,0.35
42867,0.21,0.24
42868,0.38,0.38
42869,0.12,0.88
42870,0.04,0.43
42871,0.85,0.89
42872,0.19,0.91
42873,0.04,0.43
42874,0.3,0.17
42875,0.04,0.57
42876,0.29,0.27
42877,0.11,0.6
42878,0.37,0.43
42879,0.19,0.63
42880,0.9,0.99
42881,0.07,0.49
42882,0.15,0.57
42883,0.17,0.2
42884,0.41,0.41
42885,0.28,0.51
42886,0.74,0.76
42887,0.03,0.27
42888,0.05,0.3
42889,0.03,0.22
42890,0.38,0.7
42891,0.38,0.53
42892,0.07,0.35
42893,0.2,0.75
42894,0.07,0.15
42895,0.05,0.15
42896,0.1,0.22
42897,0.26,0.51
42898,0.23,0.5
42899,0.14,0.19
42900,0.15,0.83
42901,0.55,0.64
42902,0.66,0.83
42903,0.09,0.47
42904,0.05,0.22
42905,0.22,0.86
42906,0.04,0.24
42907,0.11,0.2
42908,0.3,0.76
42909,0.09,0.5
42910,0.25,0.9
42911,0.81,0.87
42912,0.23,0.31
42913,0.39,0.52
42914,0.05,0.94
42915,0.87,0.93
42916,0.01,0.05
42917,0.06,0.08
42918,0.04,0.17
42919,0.03,0.42
42920,0.28,0.7
42921,0.01,0.2
42922,0.16,0.7
42923,0.08,0.72
42924,0.13,0.13
42925,0.08,0.41
42926,0.33,0.58
42927,0.03,0.05
42928,0.25,0.16
42929,0.16,0.59
42930,0.29,0.8
42931,0.64,0.57
42932,0.04,0.87
42933,0.02,0.32
42934,0.16,0.14
42935,0.04,0.64
42936,0.22,0.87
42937,0.15,0.65
42938,0.63,0.92
42939,0.08,0.58
42940,0.25,0.66
42941,0.28,0.42
42942,0.55,0.75
42943,0.22,0.47
42944,0.09,0.44
42945,0.07,0.38
42946,0.0,0.76
42947,0.07,0.36
42948,0.37,0.31
42949,0.06,0.18
42950,0.44,0.73
42951,0.35,0.77
42952,0.04,0.39
42953,0.45,0.61
42954,0.02,0.02
42955,0.28,0.38
42956,0.13,0.67
42957,0.05,0.13
42958,0.33,0.4
42959,0.38,0.49
42960,0.05,0.62
42961,0.01,0.09
42962,0.19,0.25
42963,0.07,0.24
42964,0.05,0.61
42965,0.76,0.87
42966,0.72,0.88
42967,0.39,0.37
42968,0.35,0.8
42969,0.07,0.13
42970,0.35,0.35
42971,0.73,0.76
42972,0.01,0.19
42973,0.32,0.36
42974,0.06,0.07
42975,0.66,0.89
42976,0.09,0.56
42977,0.16,0.67
42978,0.15,0.37
42979,0.17,0.73
42980,0.01,0.45
42981,0.04,0.78
42982,0.11,0.1
42983,0.08,0.54
42984,0.14,0.48
42985,0.12,0.32
42986,0.16,0.29
42987,0.08,0.48
42988,0.03,0.27
42989,0.02,0.09
42990,0.09,0.47
42991,0.18,0.29
42992,0.36,0.86
42993,0.03,0.39
42994,0.17,0.77
42995,0.53,0.76
42996,0.5,0.3
42997,0.04,0.03
42998,0.24,0.17
42999,0.46,0.62
43000,0.44,0.78
43001,0.26,0.34
43002,0.1,0.26
43003,0.07,0.69
43004,0.09,0.35
43005,0.15,0.28
43006,0.55,0.85
43007,0.58,0.85
43008,0.16,0.33
43009,0.08,0.1
43010,0.12,0.68
43011,0.49,0.56
43012,0.09,0.82
43013,0.06,0.26
43014,0.22,0.75
43015,0.2,0.86
43016,0.15,0.51
43017,0.0,0.04
43018,0.1,0.17
43019,0.06,0.04
43020,0.2,0.31
43021,0.0,0.2
43022,0.45,0.84
43023,0.05,0.6
43024,0.03,0.26
43025,0.04,0.17
43026,0.0,0.06
43027,0.04,0.1
43028,0.12,0.28
43029,0.72,0.7
43030,0.03,0.07
43031,0.05,0.67
43032,0.11,0.83
43033,0.0,0.1
43034,0.39,0.36
43035,0.02,0.12
43036,0.54,0.86
43037,0.32,0.4
43038,0.9,0.94
43039,0.24,0.38
43040,0.49,0.85
43041,0.34,0.52
43042,0.16,0.47
43043,0.01,0.11
43044,0.07,0.14
43045,0.12,0.41
43046,0.09,0.11
43047,0.29,0.41
43048,0.1,0.21
43049,0.02,0.1
43050,0.73,0.84
43051,0.0,0.04
43052,0.12,0.14
43053,0.31,0.88
43054,0.2,0.8
43055,0.41,0.52
43056,0.28,0.54
43057,0.16,0.82
43058,0.14,0.28
43059,0.11,0.25
43060,0.04,0.63
43061,0.73,0.86
43062,0.28,0.35
43063,0.02,0.69
43064,0.37,0.4
43065,0.85,0.89
43066,0.11,0.17
43067,0.18,0.4
43068,0.36,0.47
43069,0.01,0.02
43070,0.61,0.79
43071,0.08,0.82
43072,0.81,0.83
43073,0.01,0.11
43074,0.28,0.28
43075,0.82,0.9
43076,0.39,0.84
43077,0.05,0.11
43078,0.26,0.42
43079,0.1,0.28
43080,0.32,0.21
43081,0.04,0.43
43082,0.25,0.38
43083,0.0,0.09
43084,0.02,0.63
43085,0.19,0.75
43086,0.04,0.21
43087,0.15,0.75
43088,0.71,0.88
43089,0.53,0.57
43090,0.02,0.83
43091,0.3,0.24
43092,0.13,0.21
43093,0.07,0.77
43094,0.27,0.79
43095,0.35,0.35
43096,0.06,0.16
43097,0.74,0.81
43098,0.11,0.71
43099,0.06,0.15
43100,0.02,0.11
43101,0.68,0.9
43102,0.12,0.2
43103,0.1,0.16
43104,0.26,0.68
43105,0.1,0.29
43106,0.12,0.11
43107,0.11,0.79
43108,0.23,0.43
43109,0.08,0.1
43110,0.05,0.55
43111,0.07,0.54
43112,0.04,0.2
43113,0.26,0.76
43114,0.29,0.47
43115,0.11,0.42
43116,0.71,0.81
43117,0.1,0.36
43118,0.07,0.2
43119,0.58,0.86
43120,0.25,0.83
43121,0.07,0.95
43122,0.59,0.79
43123,0.03,0.23
43124,0.04,0.28
43125,0.04,0.12
43126,0.16,0.75
43127,0.05,0.09
43128,0.1,0.69
43129,0.05,0.23
43130,0.02,0.87
43131,0.22,0.48
43132,0.04,0.42
43133,0.43,0.54
43134,0.15,0.27
43135,0.21,0.75
43136,0.23,0.77
43137,0.03,0.68
43138,0.32,0.5
43139,0.14,0.88
43140,0.11,0.56
43141,0.8,0.96
43142,0.78,0.87
43143,0.02,0.3
43144,0.1,0.77
43145,0.71,0.86
43146,0.1,0.69
43147,0.03,0.27
43148,0.58,0.91
43149,0.12,0.67
43150,0.1,0.79
43151,0.2,0.51
43152,0.05,0.01
43153,0.63,0.91
43154,0.2,0.45
43155,0.06,0.05
43156,0.41,0.83
43157,0.12,0.24
43158,0.01,0.05
43159,0.1,0.24
43160,0.21,0.85
43161,0.91,0.99
43162,0.23,0.86
43163,0.11,0.44
43164,0.36,0.72
43165,0.46,0.9
43166,0.68,0.7
43167,0.07,0.78
43168,0.22,0.52
43169,0.07,0.1
43170,0.03,0.84
43171,0.07,0.55
43172,0.0,0.11
43173,0.06,0.08
43174,0.16,0.6
43175,0.08,0.62
43176,0.06,0.15
43177,0.06,0.75
43178,0.26,0.16
43179,0.11,0.38
43180,0.21,0.22
43181,0.18,0.62
43182,0.15,0.32
43183,0.46,0.61
43184,0.11,0.09
43185,0.07,0.25
43186,0.1,0.7
43187,0.45,0.88
43188,0.05,0.33
43189,0.35,0.58
43190,0.77,0.93
43191,0.09,0.11
43192,0.45,0.65
43193,0.11,0.15
43194,0.05,0.3
43195,0.05,0.91
43196,0.1,0.07
43197,0.51,0.76
43198,0.39,0.73
43199,0.41,0.17
43200,0.03,0.15
43201,0.17,0.82
43202,0.06,0.73
43203,0.02,0.19
43204,0.04,0.11
43205,0.48,0.83
43206,0.49,0.76
43207,0.16,0.2
43208,0.0,0.14
43209,0.89,0.92
43210,0.5,0.59
43211,0.06,0.76
43212,0.14,0.8
43213,0.12,0.4
43214,0.05,0.24
43215,0.18,0.93
43216,0.16,0.35
43217,0.09,0.89
43218,0.48,0.2
43219,0.08,0.42
43220,0.07,0.19
43221,0.36,0.54
43222,0.45,0.88
43223,0.23,0.86
43224,0.2,0.38
43225,0.66,0.72
43226,0.65,0.83
43227,0.26,0.31
43228,0.07,0.82
43229,0.51,0.42
43230,0.68,0.63
43231,0.08,0.14
43232,0.03,0.15
43233,0.21,0.21
43234,0.04,0.47
43235,0.9,0.96
43236,0.3,0.8
43237,0.08,0.18
43238,0.31,0.82
43239,0.43,0.77
43240,0.04,0.1
43241,0.36,0.36
43242,0.42,0.55
43243,0.07,0.8
43244,0.01,0.21
43245,0.06,0.05
43246,0.04,0.47
43247,0.07,0.62
43248,0.12,0.5
43249,0.03,0.18
43250,0.11,0.23
43251,0.35,0.24
43252,0.11,0.85
43253,0.5,0.74
43254,0.14,0.68
43255,0.22,0.54
43256,0.07,0.11
43257,0.1,0.46
43258,0.1,0.36
43259,0.07,0.4
43260,0.75,0.69
43261,0.13,0.19
43262,0.02,0.38
43263,0.15,0.52
43264,0.42,0.47
43265,0.23,0.5
43266,0.06,0.14
43267,0.07,0.77
43268,0.31,0.78
43269,0.03,0.84
43270,0.38,0.71
43271,0.67,0.88
43272,0.29,0.75
43273,0.03,0.17
43274,0.53,0.72
43275,0.06,0.51
43276,0.44,0.66
43277,0.08,0.28
43278,0.22,0.59
43279,0.05,0.35
43280,0.1,0.29
43281,0.25,0.68
43282,0.43,0.63
43283,0.02,0.1
43284,0.15,0.17
43285,0.02,0.38
43286,0.73,0.89
43287,0.37,0.85
43288,0.16,0.48
43289,0.01,0.15
43290,0.17,1.0
43291,0.53,0.8
43292,0.2,0.33
43293,0.09,0.6
43294,0.04,0.63
43295,0.04,0.06
43296,0.17,0.55
43297,0.07,0.25
43298,0.39,0.77
43299,0.1,0.21
43300,0.1,0.85
43301,0.06,0.08
43302,0.07,0.24
43303,0.07,0.17
43304,0.02,0.24
43305,0.29,0.84
43306,0.19,0.39
43307,0.14,0.61
43308,0.72,0.98
43309,0.08,0.41
43310,0.22,0.47
43311,0.02,0.23
43312,0.05,0.12
43313,0.16,0.24
43314,0.02,0.09
43315,0.1,0.2
43316,0.79,0.83
43317,0.07,0.3
43318,0.08,0.22
43319,0.1,0.39
43320,0.49,0.81
43321,0.14,0.18
43322,0.02,0.02
43323,0.39,0.34
43324,0.02,0.22
43325,0.03,0.05
43326,0.05,0.39
43327,0.09,0.38
43328,0.39,0.82
43329,0.67,0.79
43330,0.08,0.22
43331,0.41,0.74
43332,0.01,0.23
43333,0.04,0.21
43334,0.08,0.59
43335,0.15,0.25
43336,0.18,0.25
43337,0.11,0.16
43338,0.05,0.82
43339,0.04,0.13
43340,0.17,0.14
43341,0.16,0.25
43342,0.07,0.07
43343,0.1,0.19
43344,0.16,0.13
43345,0.03,0.09
43346,0.08,0.07
43347,0.1,0.32
43348,0.16,0.73
43349,0.83,0.92
43350,0.82,0.79
43351,0.29,0.19
43352,0.08,0.61
43353,0.16,0.64
43354,0.06,0.13
43355,0.01,0.66
43356,0.1,0.15
43357,0.05,0.12
43358,0.06,0.42
43359,0.51,0.37
43360,0.13,0.68
43361,0.34,0.62
43362,0.12,0.18
43363,0.13,0.19
43364,0.28,0.16
43365,0.22,0.63
43366,0.05,0.5
43367,0.45,0.7
43368,0.35,0.56
43369,0.22,0.41
43370,0.77,0.91
43371,0.06,0.2
43372,0.15,0.62
43373,0.07,0.63
43374,0.06,0.39
43375,0.1,0.1
43376,0.11,0.27
43377,0.02,0.08
43378,0.04,0.34
43379,0.12,0.29
43380,0.03,0.1
43381,0.04,0.11
43382,0.31,0.68
43383,0.01,0.75
43384,0.3,0.68
43385,0.05,0.76
43386,0.06,0.05
43387,0.09,0.3
43388,0.85,0.93
43389,0.18,0.37
43390,0.46,0.84
43391,0.15,0.6
43392,0.01,0.15
43393,0.14,0.8
43394,0.14,0.73
43395,0.21,0.24
43396,0.0,0.06
43397,0.13,0.82
43398,0.28,0.68
43399,0.23,0.36
43400,0.12,0.44
43401,0.08,0.55
43402,0.02,0.07
43403,0.08,0.32
43404,0.32,0.29
43405,0.17,0.61
43406,0.75,0.66
43407,0.78,0.85
43408,0.94,0.96
43409,0.43,0.66
43410,0.02,0.31
43411,0.05,0.64
43412,0.08,0.87
43413,0.07,0.66
43414,0.0,0.1
43415,0.44,0.64
43416,0.21,0.27
43417,0.19,0.23
43418,0.27,0.45
43419,0.14,0.91
43420,0.14,0.17
43421,0.15,0.13
43422,0.04,0.14
43423,0.09,0.7
43424,0.32,0.72
43425,0.05,0.75
43426,0.57,0.92
43427,0.01,0.62
43428,0.9,0.96
43429,0.47,0.79
43430,0.17,0.16
43431,0.09,0.29
43432,0.4,0.57
43433,0.02,0.13
43434,0.01,0.39
43435,0.04,0.16
43436,0.61,0.65
43437,0.09,0.76
43438,0.22,0.66
43439,0.22,0.24
43440,0.2,0.31
43441,0.01,0.09
43442,0.02,0.22
43443,0.05,0.44
43444,0.04,0.05
43445,0.73,0.86
43446,0.02,0.05
43447,0.04,0.18
43448,0.03,0.18
43449,0.09,0.06
43450,0.17,0.71
43451,0.08,0.47
43452,0.13,0.11
43453,0.47,0.79
43454,0.13,0.22
43455,0.31,0.72
43456,0.28,0.79
43457,0.13,0.54
43458,0.45,0.84
43459,0.24,0.53
43460,0.66,0.74
43461,0.23,0.16
43462,0.17,0.26
43463,0.48,0.66
43464,0.07,0.11
43465,0.1,0.14
43466,0.14,0.44
43467,0.53,0.61
43468,0.31,0.31
43469,0.24,0.41
43470,0.19,0.44
43471,0.45,0.65
43472,0.46,0.77
43473,0.0,0.17
43474,0.03,0.07
43475,0.14,0.29
43476,0.2,0.22
43477,0.05,0.61
43478,0.39,0.58
43479,0.07,0.73
43480,0.06,0.16
43481,0.07,0.63
43482,0.32,0.54
43483,0.18,0.67
43484,0.11,0.66
43485,0.09,0.39
43486,0.48,0.72
43487,0.07,0.14
43488,0.54,0.93
43489,0.27,0.46
43490,0.26,0.38
43491,0.44,0.81
43492,0.08,0.43
43493,0.07,0.25
43494,0.17,0.2
43495,0.09,0.36
43496,0.08,0.39
43497,0.36,0.73
43498,0.38,0.74
43499,0.73,0.82
43500,0.04,0.5
43501,0.07,0.19
43502,0.24,0.57
43503,0.1,0.44
43504,0.12,0.25
43505,0.09,0.09
43506,0.42,0.89
43507,0.04,0.05
43508,0.01,0.05
43509,0.17,0.49
43510,0.7,0.79
43511,0.0,0.14
43512,0.48,0.76
43513,0.16,0.23
43514,0.33,0.2
43515,0.07,0.11
43516,0.61,0.75
43517,0.11,0.67
43518,0.01,0.06
43519,0.02,0.09
43520,0.14,0.31
